130,6,1318333972,1318334104,1811,80,7.119,6,836,5,4077,-0.66,108,137.5,167,29.5,0,68.8,167,71.8,0,41.8,167,72.3,54,139.3,558,187.3,62,815.4,1514,648.5,HTTP.Facebook
201,6,1318334628,1318334628,1862,80,0.7,6,2850,4,1660,0.264,113,2546.3,8639,3719.3,0,1923.4,8639,3361.9,316,4667.5,9019,4351.5,54,475,1511,603.5,60,415,790,354.3,HTTP
77,6,1318333972,1318333972,1765,443,91.126,8,1090,6,3187,-0.49,14,8977.1,62552,21871.9,0,10470.7,62552,23291.6,0,12.2,30,12.9,54,136.2,418,126.4,60,531.2,1484,565.8,TLS.Google
45,6,1318333972,1318333972,1739,80,0.7,11,2651,6,1574,0.255,24,6983.2,60676,16696.2,0,9311.1,60676,18708.7,0,5670,11792,5667,54,241,743,254.3,60,262.3,363,142.4,HTTP
133,6,1318333972,1318334104,1814,80,7.119,6,779,5,3437,-0.63,1,49.2,194,73.1,1,61.8,194,77,0,6.8,25,10.6,54,129.8,501,166,60,687.4,1514,659.7,HTTP.Facebook
19,6,1318333841,1318333972,1713,80,7.68,7,1436,4,2772,-0.317,14,104,239,81.7,0,104,239,110.6,0,169,406,172.6,54,205.1,579,236.5,60,693,1514,630.2,HTTP.MSN
142,6,1318334104,1318334497,1823,80,7.126,11,1684,5,2517,-0.198,5,31448.5,239929,70455.8,0,34943,239934,73442,0,65.7,175,77.8,54,153.1,1136,310.8,60,503.4,1484,578,HTTP.Google
183,6,1318334497,1318334628,1845,80,7.126,6,1400,5,2552,-0.291,1,33228.7,199133,74194.7,1,49838.5,199133,86195.2,0,67.7,173,75.5,54,233.3,1122,397.4,60,510.4,1447,575.2,HTTP.Google
179,6,1318334497,1318334497,1841,80,0.7,9,2396,8,1500,0.23,6,144.7,527,154.5,0,173.6,527,167.4,0,75.8,130,56,54,266.2,541,235.5,60,187.5,834,249.7,HTTP
89,6,1318333972,1318333972,1777,80,0.7,10,2038,7,1832,0.053,31,177.4,777,210.5,33,262.4,777,235.3,0,201.5,428,157.8,54,203.8,556,227.1,60,261.7,704,282.7,HTTP
195,6,1318334628,1318334628,1856,80,0.7,5,930,4,2917,-0.517,22,80.2,159,53.6,0,70,159,63.2,63,111,159,48,54,186,706,260,60,729.2,1514,673.3,HTTP
68,6,1318333972,1318333972,1756,80,7.126,5,1394,4,2411,-0.267,1,12296.8,61415,24559.1,1,15371.2,61415,26583.4,0,16.7,48,22.2,54,278.8,1170,445.6,60,602.8,1484,592.6,HTTP.Google
178,6,1318334497,1318334497,1840,80,7.119,5,731,4,3021,-0.61,1,16021,64035,27720.9,0,16021,64035,27720.9,0,8.3,24,11.1,54,146.2,507,180.4,60,755.2,1514,695.7,HTTP.Facebook
215,6,1318334628,1318334628,1876,80,0.7,9,1925,6,1560,0.105,1,783.9,6307,1851.8,0,1093,6307,2141.6,1,198,309,139.7,54,213.9,541,224.3,60,260,1014,341.5,HTTP
208,6,1318334628,1318334628,1869,80,0.7,5,888,4,2544,-0.483,1,51.8,145,55.2,0,52,145,55.2,0,11.3,33,15.3,54,177.6,664,243.2,62,636,1434,500,HTTP
209,6,1318334628,1318334628,1870,80,0.7,8,1887,6,1435,0.136,23,196.6,630,188.9,0,223.5,630,215.2,0,136.3,226,98,54,235.9,542,232.8,60,239.2,1011,348,HTTP
76,6,1318333972,1318333972,1764,80,7.126,6,628,5,2523,-0.601,2,45.2,157,56.6,0,56.8,157,61.3,0,13.8,28,12.8,54,104.7,350,109.8,60,504.6,1484,521.9,HTTP.Google
139,6,1318333972,1318334104,1820,80,7.126,7,2178,4,890,0.42,1,2362.7,15987,5562.5,1,3307.8,15987,6340.9,0,5442.3,16288,7669.1,54,311.1,986,404.5,60,222.5,384,161.5,HTTP.Google
176,6,1318334497,1318334497,1838,80,7.126,7,2159,4,890,0.416,35,4041,23724,8802.7,0,4849.6,23724,9438,0,8031.3,24052,11328.3,54,308.4,1015,401.7,60,222.5,384,161.5,HTTP.Google
202,6,1318334628,1318334628,1863,80,7.126,6,2072,4,890,0.399,35,1589.2,8835,3240.8,0,1907,8835,3465.9,0,3074.7,9028,4210.4,54,345.3,1010,412.2,60,222.5,384,161.5,HTTP.Google
180,6,1318334497,1318334497,1842,80,7.126,7,1601,4,1318,0.097,18,221.6,978,319,0,310.2,978,362.2,19,467,1350,624.4,54,228.7,743,277.2,60,329.5,625,269.2,HTTP.Google
184,6,1318334497,1318334497,1846,80,0.7,5,1828,4,971,0.306,1,2264.8,10601,4169.8,0,181,464,194.8,1,175.5,350,174.5,54,365.6,1514,575.2,60,242.8,789,315.4,HTTP
143,6,1318334104,1318334104,1824,80,0.7,5,1744,4,971,0.285,1,2290,13083,4828,0,164.5,487,198.4,1,155.5,310,154.5,54,348.8,1514,582.6,60,242.8,789,315.4,HTTP
24,6,1318333841,1318333972,1718,80,7.68,5,805,3,1892,-0.403,19,20272.7,60631,28537.7,0,15204.5,60631,26227.1,0,84,168,84,54,161,581,210,60,630.7,1514,633.4,HTTP.MSN
67,6,1318333972,1318333972,1755,80,0.7,6,665,5,2027,-0.506,2,1020.6,5002,1990.8,8,1276,5002,2151.3,0,25.3,74,34.4,54,110.8,387,123.5,60,405.4,1514,564.1,HTTP
23,6,1318333841,1318333972,1717,80,7.68,5,805,3,1874,-0.399,1,15204.5,60626,26224.2,1,15204.8,60626,26224.1,0,87,174,87,54,161,581,210,60,624.7,1514,636.4,HTTP.MSN
22,6,1318333841,1318333972,1715,80,7.68,5,805,3,1872,-0.399,3,15210.8,60800,26321,3,15210.8,60800,26321,0,11,22,11,54,161,581,210,60,624,1514,636.8,HTTP.MSN
26,6,1318333841,1318333972,1720,80,7.68,6,1652,3,910,0.29,14,10100.2,59878,22261.4,14,12120.2,59878,23879.2,175,180.5,186,5.5,54,275.3,715,310.2,62,303.3,424,170.6,HTTP.MSN
3,6,1318333841,1318333972,1699,443,91.126,7,1587,5,936,0.258,8,10037.8,60160,22415.3,0,12042,60160,24059,0,13.2,29,13.4,54,226.7,1082,351.2,60,187.2,550,189.7,TLS.Google
21,6,1318333841,1318333972,1716,80,7.68,5,805,3,1717,-0.362,3,15210.8,60796,26318.7,3,15210.8,60796,26318.7,0,13,26,13,54,161,581,210,60,572.3,1514,666.7,HTTP.MSN
20,6,1318333841,1318333972,1714,80,7.68,5,803,3,1667,-0.35,20,20437.3,61196,28820.7,0,15328,61196,26481.9,0,48.5,97,48.5,54,160.6,579,209.2,60,555.7,1514,677.8,HTTP.MSN
